emp_no,first_name,last_name,title,dept_no,birth_date
78095,Herb,Parhami,Staff,d008,1952-11-19
78105,Rosalie,Petereit,Engineer,d004,1952-09-25
78116,Tokuyasu,Beerel,Senior Staff,d007,1952-10-20
78133,Kristinn,Marrevee,Engineer,d005,1952-07-07
78136,Nakhoon,Cronan,Assistant Engineer,d004,1952-10-12
78141,Conrado,Sankaranarayanan,Staff,d001,1952-08-03
78154,Dines,Fandrianto,Senior Engineer,d004,1952-11-21
78163,Ult,Andreotta,Staff,d007,1952-11-29
78181,Ramya,Papastamatiou,Engineer,d004,1952-06-23
78190,Erez,Bierman,Assistant Engineer,d004,1952-10-25
78194,Yuuichi,Speel,Engineer,d004,1952-10-14
78210,Valter,Danley,Senior Staff,d007,1952-04-02
78226,Yannis,Potthoff,Engineer,d004,1952-12-25
78239,Sungwon,Vrecion,Senior Staff,d001,1952-07-24
78243,Moti,Uhrik,Engineer,d005,1952-04-09
78252,Shahaf,Rosti,Senior Staff,d002,1952-10-23
78259,Masadi,Schlenzig,Engineer,d004,1952-09-22
78271,Gennady,Dayang,Engineer,d004,1952-11-20
78286,Martine,Borovoy,Staff,d003,1952-11-06
78327,Tetsushi,Stranks,Senior Staff,d007,1952-10-11
78348,Guoxiang,Serov,Engineer,d005,1952-10-19
78353,Jongsuk,Luders,Senior Engineer,d004,1952-07-28
78356,Youssef,Ariola,Senior Staff,d008,1952-02-11
78382,Christoper,Constantine,Staff,d003,1952-10-27
78383,Junsik,Melter,Senior Engineer,d005,1952-05-30
78391,TRUE,Vadhan,Senior Staff,d002,1952-03-23
78402,Seongbin,Heering,Engineer,d004,1952-02-12
78436,Arne,Schaap,Engineer,d005,1952-09-20
78441,Abdulla,Beetstra,Engineer,d005,1952-09-03
78452,Hironoby,Walstra,Senior Engineer,d004,1952-10-07
78462,Lakshmi,Collavizza,Staff,d007,1952-04-03
78493,Kaijung,Basagni,Technique Leader,d005,1952-10-14
78511,Pramod,Mitina,Senior Engineer,d005,1952-03-17
78512,Yakichi,Schlumberger,Senior Staff,d007,1952-08-26
78515,Otilia,Sury,Senior Staff,d008,1952-04-06
78556,Moty,Bernardinello,Staff,d007,1952-05-01
78569,Zhaofang,Fabrizio,Senior Staff,d003,1952-02-20
78572,Vugranam,Skrikant,Senior Staff,d001,1952-03-23
78580,Arra,Luit,Senior Staff,d009,1952-02-25
78595,Masato,Encarnacion,Engineer,d004,1952-08-16
78669,Stein,Copas,Technique Leader,d005,1952-06-17
78692,Turgut,Nollmann,Senior Engineer,d005,1952-03-27
78707,Arunachalam,Majewski,Engineer,d005,1952-06-01
78714,Jungsoon,Chinin,Senior Staff,d003,1952-02-29
78746,Xiaocheng,Yemenis,Engineer,d004,1952-11-23
78779,Xuejun,Warwick,Assistant Engineer,d006,1952-12-16
78820,Shih,Schrift,Staff,d007,1952-03-09
78839,Franziska,Angiulli,Engineer,d004,1952-09-23
78852,Kazunori,Vuskovic,Senior Staff,d007,1952-08-27
78856,Yurii,Cummings,Staff,d008,1952-09-19
78857,Dekang,Gischer,Engineer,d004,1952-08-18
78863,Arie,Chinen,Staff,d007,1952-10-02
78883,JoAnna,Ranze,Engineer,d004,1952-06-14
78887,Sadegh,Haddadi,Technique Leader,d005,1952-09-16
78927,Sajjad,Broder,Engineer,d005,1952-12-26
78932,Yannis,Marquardt,Senior Staff,d007,1952-11-10
78936,Vasilis,Marciano,Engineer,d004,1952-12-29
78943,Angel,Cannata,Staff,d008,1952-03-23
78958,Masamitsu,Lindqvist,Engineer,d006,1952-10-01
78960,Ranga,Melton,Engineer,d005,1952-11-09
78969,Dietrich,Eterovic,Senior Staff,d009,1952-08-26
78979,Gurbir,Wolniewicz,Engineer,d004,1952-04-18
79002,Lena,Pappas,Engineer,d005,1952-03-12
79026,Armond,Frijda,Engineer,d005,1952-02-02
79034,Janalee,Perri,Senior Staff,d007,1952-02-02
79049,Lijie,Besancenot,Senior Staff,d007,1952-03-09
79073,Almudena,Bhattacharjee,Senior Staff,d007,1952-10-17
79082,Stabislas,Fandrianto,Engineer,d004,1952-08-17
79093,Shahab,Bridgland,Staff,d001,1952-03-09
79102,Neven,Coullard,Staff,d002,1952-11-01
79124,Hatsukazu,Pearson,Senior Staff,d002,1952-07-13
79145,Oscar,Domenig,Senior Staff,d008,1952-07-20
79154,Nevio,Meriste,Engineer,d004,1952-08-05
79178,Danae,Worfolk,Engineer,d004,1952-08-21
79183,Mingsen,Lamba,Senior Staff,d003,1952-06-12
79187,Muzhong,Lanphier,Engineer,d005,1952-09-15
79195,Piyush,Vanwelkenhuysen,Engineer,d004,1952-05-01
79199,Jianwen,Luef,Staff,d002,1952-07-08
79200,Shigehiro,Siegrist,Staff,d003,1952-08-08
79203,Gilbert,Reinhart,Senior Engineer,d005,1952-11-10
79210,Mansur,Antonakopoulos,Engineer,d005,1952-06-05
79247,Yinlin,Beetstra,Engineer,d005,1952-06-09
79264,Chaosheng,Demizu,Engineer,d005,1952-09-15
79265,Lokesh,Kenevan,Senior Staff,d008,1952-07-03
79275,Perry,Perry,Senior Staff,d001,1952-04-25
79285,Bingning,Lieblein,Engineer,d004,1952-09-01
79306,Snehasis,Perri,Staff,d008,1952-08-11
79325,Adel,Roohalamini,Senior Staff,d008,1952-11-01
79339,Khoa,Coney,Engineer,d004,1952-12-28
79375,Willard,Hartvigsen,Senior Staff,d009,1952-03-20
79395,Marc,Karlin,Staff,d004,1952-07-19
79397,Xumin,Luce,Engineer,d005,1952-07-28
79406,Kokou,Brlek,Senior Engineer,d005,1952-02-28
79417,Sugwoo,Rindone,Engineer,d004,1952-02-28
79419,Zorica,Gajiwala,Engineer,d004,1952-06-08
79432,Younwoo,Gerteisen,Senior Staff,d002,1952-08-07
79438,Abdelaziz,Matzel,Staff,d007,1952-11-25
79440,Boalin,Grandbois,Staff,d001,1952-02-03
79442,Yannis,McClurg,Senior Staff,d007,1952-09-08
79466,Roddy,Henders,Engineer,d005,1952-08-26
79468,Mayuko,Talmor,Senior Staff,d001,1952-07-09
79470,Sadegh,Schmittgen,Engineer,d005,1952-05-14
79486,Mitchel,Garigliano,Engineer,d005,1952-05-30
79505,Sariel,Farrel,Engineer,d005,1952-08-28
79509,Vitaly,Akiyama,Senior Staff,d007,1952-09-09
79543,Nobuyoshi,Unni,Senior Staff,d007,1952-10-22
79544,Martial,Restivo,Senior Staff,d002,1952-03-15
79582,Henk,Benner,Engineer,d005,1952-10-19
79595,Arco,Marwedel,Engineer,d005,1952-04-30
79602,Kwun,Ballarin,Staff,d003,1952-06-05
79616,Dinah,Aloisi,Engineer,d005,1952-07-16
79628,Arlette,Terlouw,Engineer,d006,1952-03-09
79656,Howell,Fiebach,Engineer,d005,1952-03-11
79668,Kyoichi,Eterovic,Technique Leader,d004,1952-07-15
79669,Premsyl,Meszaros,Assistant Engineer,d005,1952-10-01
79673,Jacqueline,Daescu,Senior Staff,d007,1952-05-24
79681,Demin,Panwar,Senior Engineer,d004,1952-05-12
79684,JiYoung,Janocha,Senior Staff,d007,1952-06-28
79695,Magdalena,Onuegbe,Engineer,d004,1952-04-24
79696,Gopalakrishnan,Vadhan,Engineer,d005,1952-07-04
79699,Xuejia,Marzano,Engineer,d004,1952-05-11
79708,Yechiam,Baak,Senior Staff,d009,1952-10-22
79729,Filipp,Pocchiola,Senior Staff,d001,1952-10-14
79731,Chanjung,Yemenis,Staff,d009,1952-10-19
79757,Subir,Seiwald,Senior Staff,d001,1952-04-24
79765,Gonzalo,Danecki,Senior Staff,d007,1952-12-18
79783,Thodoros,Szilard,Engineer,d004,1952-07-15
79810,Shrikanth,Denos,Senior Staff,d002,1952-02-13
79843,Dipayan,Dalphin,Staff,d001,1952-05-05
79874,Duri,Lanteri,Senior Staff,d007,1952-05-08
79889,Rance,Massonet,Engineer,d005,1952-06-01
79911,Heather,Zaumen,Senior Engineer,d004,1952-12-28
79927,Satyanarayana,Bazzichi,Senior Staff,d007,1952-05-08
79933,Bouchung,Thisen,Senior Staff,d001,1952-04-11
79935,Nahum,Ghazalie,Senior Staff,d001,1952-07-10
79958,Xinglin,Versino,Engineer,d004,1952-03-17
79967,Jessie,Gadepally,Engineer,d005,1952-03-03
79972,Abdelghani,Thummel,Senior Staff,d009,1952-04-11
79977,Abdelaziz,Gunderson,Senior Engineer,d006,1952-02-28
79994,Hinrich,Steinauer,Staff,d003,1952-05-31
79999,Chuanti,Jakobus,Engineer,d005,1952-10-21
80031,Wayne,Bach,Engineer,d004,1952-03-10
80037,Nimmagadda,Kirkerud,Staff,d009,1952-06-25
80049,Minghong,Bardell,Engineer,d005,1952-11-05
80068,Gretta,Zwicker,Staff,d008,1952-03-23
80100,Van,Gomatam,Staff,d009,1952-06-08
80104,Masami,Oehlmann,Senior Engineer,d006,1952-11-25
80106,Subhankar,Erde,Engineer,d004,1952-12-16
80136,Gaurav,Berstel,Engineer,d005,1952-07-04
80146,Kristina,Carrere,Engineer,d005,1952-04-07
80171,Kshitij,Zykh,Technique Leader,d005,1952-11-03
80175,Ziya,Bernatsky,Engineer,d004,1952-08-17
80192,Branimir,Kalsbeek,Staff,d007,1952-10-01
80216,Tristan,Heiserman,Engineer,d004,1952-07-05
80225,Shridhar,Malabarba,Senior Staff,d002,1952-05-01
80236,Ute,Underwood,Assistant Engineer,d004,1952-12-29
80257,Xiaoshan,Pehl,Assistant Engineer,d005,1952-08-04
80259,Haldon,Siprelle,Assistant Engineer,d004,1952-04-27
80262,Duro,Gewali,Engineer,d004,1952-08-10
80280,Trygve,Doering,Senior Staff,d009,1952-03-17
80300,Prasadram,Vernadat,Technique Leader,d004,1952-08-10
80307,Paraskevi,Casley,Engineer,d006,1952-07-01
80328,Satyanarayana,Basart,Engineer,d004,1952-06-23
80338,Marsha,Oskamp,Senior Staff,d008,1952-06-24
80380,Neven,Selvestrel,Staff,d009,1952-11-19
80422,Luerbio,Pollock,Senior Staff,d008,1952-03-14
80455,Guther,Murrill,Senior Engineer,d004,1952-12-04
80464,Randi,Erie,Engineer,d005,1952-04-08
80467,Zhongwei,Bail,Staff,d002,1952-03-18
80492,Subhada,Ranta,Engineer,d005,1952-08-14
80509,Jovan,Detkin,Engineer,d005,1952-02-24
80528,Spyrose,Pews,Staff,d009,1952-06-03
80536,Adel,Hebden,Engineer,d005,1952-12-15
80540,Valdiodio,Lanzelotte,Engineer,d005,1952-10-15
80546,Fuqing,Matzel,Senior Staff,d002,1952-08-17
80550,Candida,Cullers,Engineer,d005,1952-06-12
80551,Mabry,Delgrossi,Senior Staff,d008,1952-04-25
80578,Chuanti,Binkley,Engineer,d004,1952-09-15
80600,Yongdong,Werthner,Engineer,d006,1952-04-15
80655,Shichao,Flowers,Senior Staff,d001,1952-06-22
80661,Adas,Gruenwald,Technique Leader,d004,1952-09-08
80663,Yunming,Morrin,Engineer,d004,1952-12-20
80681,Gina,DasSarma,Engineer,d004,1952-06-22
80768,Shounak,Janocha,Technique Leader,d004,1952-11-28
80786,Denis,Sridhar,Engineer,d005,1952-08-13
80790,Stepehn,Unno,Assistant Engineer,d005,1952-03-21
80797,Katsuo,Kohling,Engineer,d004,1952-04-16
80814,Baziley,Vecchio,Engineer,d004,1952-07-03
80822,Marsal,Byoun,Staff,d001,1952-12-08
80834,Sham,Reinhart,Engineer,d005,1952-12-12
80837,Nigel,Tempesti,Senior Staff,d007,1952-08-31
80844,Brigham,Hellwagner,Technique Leader,d005,1952-06-26
80851,Sastry,Escriba,Engineer,d004,1952-09-19
80853,Claude,Bashian,Senior Staff,d008,1952-09-24
80859,Ottavia,Krychniak,Engineer,d006,1952-12-27
80860,Kayoko,Smeets,Engineer,d004,1952-07-17
80864,Radhia,Birnbaum,Senior Staff,d007,1952-09-30
80892,Kaijung,Nourani,Engineer,d004,1952-11-24
80897,Hitomi,Nooteboom,Engineer,d006,1952-11-05
80914,Rosalyn,Denny,Senior Staff,d008,1952-08-17
80929,Nevio,Kading,Senior Staff,d008,1952-08-23
80940,Kazuhiko,Smeets,Engineer,d004,1952-05-22
80962,Ute,Broder,Senior Staff,d002,1952-03-12
80971,Mountaz,Rijckaert,Engineer,d004,1952-07-04
80976,Kwangyoen,Shimshoni,Technique Leader,d004,1952-06-12
80984,Arunas,Emmart,Senior Staff,d002,1952-03-07
80991,Marco,Schreiter,Senior Staff,d007,1952-07-31
81005,Xiahua,Rubsam,Engineer,d005,1952-11-13
81006,Atreye,Pagter,Senior Staff,d007,1952-07-09
81007,Mototsugu,Rande,Staff,d007,1952-04-14
81011,Tommaso,Onuegbe,Senior Staff,d008,1952-03-06
81015,Marke,Breugel,Senior Engineer,d004,1952-02-15
81031,Fumiya,Bennet,Senior Staff,d003,1952-09-09
81036,Alassane,Fargier,Technique Leader,d004,1952-02-17
81038,Xiaoheng,Claffy,Engineer,d004,1952-08-20
81063,Vitali,Narahari,Staff,d004,1952-03-12
81067,Ult,Foote,Staff,d003,1952-07-06
81073,Poornachandra,Blokdijk,Senior Staff,d007,1952-09-15
81082,Ayakannu,Bellmore,Engineer,d006,1952-09-17
81092,Poorav,Strehl,Staff,d007,1952-11-17
81106,Haldon,Ginesta,Technique Leader,d004,1952-05-28
81158,Filipp,Percebois,Senior Engineer,d004,1952-12-07
81166,Tayeb,Przulj,Senior Staff,d002,1952-05-12
81171,Annemarie,Luke,Engineer,d004,1952-11-21
81186,Marla,Improta,Staff,d007,1952-05-13
81207,Barry,Hofstetter,Engineer,d005,1952-12-15
81212,Elvia,Lunn,Engineer,d005,1952-05-08
81271,Kendra,Bade,Senior Staff,d008,1952-05-18
81283,Maria,Herber,Senior Staff,d002,1952-09-29
81285,Hairong,England,Staff,d007,1952-10-11
81324,Marl,Rossi,Assistant Engineer,d006,1952-09-04
81335,Eben,Porenta,Engineer,d004,1952-12-06
81344,Leif,Hiraishi,Engineer,d004,1952-11-05
81411,Eben,Stenning,Engineer,d004,1952-08-12
81430,Jackson,Milicia,Senior Staff,d003,1952-03-31
81432,Hideyuki,Veldwijk,Engineer,d005,1952-11-20
81436,Itzchak,Mitzlaff,Staff,d008,1952-10-07
81449,Arve,Halloran,Senior Staff,d009,1952-04-29
81462,Thodoros,Brizzi,Engineer,d005,1952-11-19
81503,Kolar,Rabejac,Engineer,d004,1952-09-25
81509,Munehiko,Trachtenberg,Engineer,d004,1952-06-22
81512,Kenton,Leppanen,Engineer,d005,1952-02-15
81519,Udi,Jumpertz,Senior Staff,d009,1952-07-12
81528,Mikhail,Miara,Senior Engineer,d005,1952-07-21
81540,Emran,Manderick,Senior Staff,d007,1952-08-22
81549,Takahira,Leslie,Engineer,d004,1952-05-31
81553,Adin,Fortenbacher,Senior Staff,d009,1952-05-05
81558,Xiaoheng,Varman,Senior Staff,d002,1952-06-18
81561,Masadi,Verhaegen,Senior Staff,d008,1952-07-13
81572,Ingemar,DiGiano,Engineer,d005,1952-09-09
81580,Behnaam,Nannarelli,Engineer,d005,1952-08-20
81594,Saddek,Spinelli,Technique Leader,d005,1952-06-03
81620,Udaiprakash,Takkinen,Engineer,d005,1952-11-03
81625,Irene,Koshino,Staff,d001,1952-11-04
81633,Urs,Raczkowsky,Senior Staff,d003,1952-05-02
81645,Jasminko,Reinhart,Engineer,d004,1952-11-11
81660,Arno,Schaap,Senior Staff,d005,1952-05-13
81672,Kazuhito,Aloia,Engineer,d005,1952-04-05
81677,Valeri,Heydon,Senior Staff,d008,1952-10-06
81678,Valter,Iisaku,Technique Leader,d004,1952-08-02
81696,Mitchel,Bednarek,Assistant Engineer,d006,1952-07-01
81709,Ziva,Budinsky,Senior Staff,d008,1952-08-04
81710,Girolamo,Hennings,Senior Staff,d001,1952-10-05
81712,Arlette,Braunschweig,Staff,d008,1952-09-12
81714,Nadjib,Gimbel,Staff,d008,1952-11-16
81732,Hercules,Turnbull,Senior Staff,d008,1952-11-16
81741,Alenka,Harnett,Engineer,d005,1952-10-09
81748,Jianhao,Stiles,Engineer,d005,1952-11-19
81763,Youpyo,Dayang,Engineer,d004,1952-06-29
81785,Patricia,Rando,Senior Staff,d002,1952-10-23
81793,Bingning,Zolotykh,Technique Leader,d004,1952-10-30
81796,Jeong,Swab,Senior Staff,d001,1952-10-17
81805,Gianluca,Bail,Engineer,d004,1952-06-01
81817,Demos,Aloia,Engineer,d004,1952-05-27
81851,Dante,Heystek,Engineer,d005,1952-12-30
81885,Aamod,Walston,Engineer,d005,1952-03-19
81891,Gill,Usery,Staff,d005,1952-03-19
81894,Limsoon,Murtagh,Staff,d003,1952-03-26
81907,Jouko,Merkl,Staff,d001,1952-03-19
81916,Lorien,Yavatkar,Staff,d007,1952-11-21
81925,Matt,Limongiello,Senior Staff,d003,1952-04-24
81930,Jaber,Pellegrinelli,Engineer,d005,1952-04-11
81931,Ziya,Lowrie,Engineer,d005,1952-04-03
81934,Bilhanan,Riexinger,Engineer,d004,1952-07-06
81937,Hironoby,Melichar,Senior Engineer,d004,1952-12-31
81944,Matk,Valtorta,Senior Staff,d007,1952-08-22
81981,Weicheng,Welham,Engineer,d005,1952-12-29
81988,Lene,Pews,Senior Staff,d007,1952-12-26
81998,Mari,Iwayama,Senior Staff,d007,1952-03-24
82007,Kannan,Gniady,Engineer,d005,1952-10-23
82024,Yongqiao,Grospietsch,Engineer,d004,1952-07-18
82052,Lidong,Rahier,Senior Staff,d007,1952-05-16
82057,Spyrose,Fetvedt,Engineer,d004,1952-03-08
82065,Christophe,Anger,Senior Engineer,d005,1952-05-15
82080,Tianruo,Iisaku,Technique Leader,d004,1952-03-15
82084,Subhankar,Servi,Technique Leader,d005,1952-10-06
82088,Remzi,Spelt,Senior Staff,d002,1952-07-10
82089,Shuji,Menhoudj,Senior Staff,d007,1952-12-02
82107,Gunilla,Heping,Senior Staff,d007,1952-04-07
82113,Xudong,Oppitz,Engineer,d004,1952-11-14
82123,Tokuyasu,Dayana,Senior Engineer,d005,1952-10-20
82137,Panayotis,Thibadeau,Senior Staff,d003,1952-08-04
82140,Shem,Peir,Staff,d001,1952-04-28
82141,Salvador,Georg,Senior Staff,d008,1952-06-15
82157,Sanjeeva,Kowalchuk,Senior Staff,d002,1952-08-17
82179,Jouni,Pettit,Staff,d008,1952-09-11
82181,Magy,Sethi,Technique Leader,d004,1952-10-25
82211,Sugwoo,Melter,Senior Engineer,d004,1952-07-08
82220,Tristan,Monkewich,Engineer,d004,1952-12-03
82227,Xiaocheng,Sethi,Engineer,d005,1952-06-29
82256,Jacopo,Henseler,Engineer,d004,1952-10-16
82267,Unal,Nations,Engineer,d005,1952-05-13
82270,Becky,Maksimenko,Technique Leader,d006,1952-08-18
82294,Jamaludin,Lammel,Staff,d004,1952-11-28
82307,Elliott,Sridhar,Engineer,d004,1952-03-14
82322,Mitsuyuki,Setlzner,Staff,d007,1952-02-20
82341,Naftali,Czap,Assistant Engineer,d004,1952-03-13
82343,Dzung,Tagansky,Engineer,d004,1952-11-30
82369,Sanjoy,Terlouw,Staff,d007,1952-08-18
82371,Frederique,Erev,Senior Staff,d007,1952-04-21
82385,Sanjai,Biran,Staff,d007,1952-04-23
82397,Mart,Peris,Senior Staff,d007,1952-12-27
82401,Fen,Ruemmler,Senior Staff,d001,1952-03-11
82411,Tomokazu,Shackel,Technique Leader,d005,1952-09-27
82420,Kiam,Gente,Engineer,d005,1952-07-01
82424,Sibyl,Eterovic,Staff,d007,1952-07-02
82447,Dhritiman,Munck,Staff,d008,1952-09-07
82460,Claude,Zhang,Engineer,d004,1952-08-08
82469,Genevieve,Flexer,Senior Staff,d003,1952-11-19
82501,Patricia,Soloway,Engineer,d005,1952-08-15
82543,Adib,Hebert,Staff,d009,1952-10-04
82553,Barry,Georgakopoulos,Staff,d001,1952-03-21
82557,Cheong,McClure,Technique Leader,d004,1952-09-12
82566,Mary,Portugali,Engineer,d004,1952-02-24
82573,Genevieve,Berendt,Staff,d001,1952-11-26
82585,Berry,Bodoff,Senior Staff,d009,1952-10-06
82594,Qingxiang,Hartvigsen,Technique Leader,d005,1952-02-13
82599,Yefim,Conta,Assistant Engineer,d006,1952-02-03
82604,Goncalo,Hertweck,Staff,d008,1952-07-21
82609,Kazuhide,Marzano,Senior Staff,d007,1952-12-08
82613,Elrique,Roisin,Technique Leader,d004,1952-09-27
82614,Hiroyasu,Segond,Senior Staff,d007,1952-06-01
82644,Kellyn,Pleszkun,Engineer,d004,1952-11-26
82648,Persi,Azuma,Engineer,d004,1952-11-26
82669,Froduald,Welham,Senior Staff,d007,1952-03-13
82670,Guttorm,Nyanchama,Senior Engineer,d004,1952-07-02
82723,Maya,Azumi,Engineer,d004,1952-12-01
82726,Sedat,Prampolini,Engineer,d004,1952-04-20
82755,Takahira,Barriga,Staff,d002,1952-09-08
82764,Fumiko,Strehl,Senior Staff,d007,1952-07-20
82806,Xiong,Bahk,Staff,d009,1952-11-03
82835,Jaber,Dredge,Assistant Engineer,d004,1952-06-19
82886,Rayond,Pettis,Engineer,d004,1952-10-16
82898,Ziyad,Kawashima,Senior Staff,d002,1952-08-26
82908,Mitsuyuki,Raoux,Staff,d007,1952-07-02
82915,Geoffrey,Ressouche,Senior Staff,d007,1952-04-21
82930,Pramod,Denna,Staff,d009,1952-06-17
82934,Naftaly,Tsunoo,Engineer,d005,1952-02-25
82946,Khaled,Ratnakar,Engineer,d004,1952-04-28
82956,Sudhanshu,Sundgren,Senior Staff,d007,1952-10-31
82962,Kristof,Pluym,Senior Staff,d009,1952-08-20
82982,Toshimori,Madeira,Engineer,d005,1952-09-08
82996,Shahab,Ramras,Engineer,d005,1952-05-14
83000,Apostol,Talmor,Engineer,d004,1952-12-11
83007,Zengping,Tsukuda,Engineer,d005,1952-09-17
83009,Francesca,Gerteisen,Senior Staff,d002,1952-04-11
83043,Spyrose,Janocha,Engineer,d004,1952-10-14
83049,Susanne,Poehlman,Engineer,d005,1952-09-20
83060,Kinh,Harnett,Technique Leader,d005,1952-11-09
83068,Cristinel,Kawashima,Engineer,d004,1952-12-21
83106,Limsoon,Wossner,Assistant Engineer,d006,1952-09-18
83131,Guoxiang,Falco,Senior Staff,d009,1952-08-27
83136,Debatosh,Slaats,Engineer,d004,1952-12-06
83146,Matt,Nitta,Engineer,d004,1952-12-15
83167,Nagui,Chachaty,Senior Staff,d002,1952-02-20
83168,Yechiam,Danner,Senior Staff,d009,1952-02-07
83178,Jamaludin,Fujisawa,Engineer,d005,1952-09-04
83194,Vidar,Bridgland,Senior Staff,d001,1952-05-20
83197,Parviz,Sanella,Senior Staff,d003,1952-11-06
83210,Seongbae,Zockler,Engineer,d004,1952-05-23
83230,Jaana,Lammel,Engineer,d004,1952-07-08
83241,Patricio,Schlumberger,Senior Engineer,d004,1952-09-18
83260,Premsyl,Markovitch,Senior Staff,d005,1952-09-08
83284,Genta,Ghalwash,Engineer,d005,1952-12-30
83288,Kwangsub,Haraldson,Engineer,d005,1952-05-17
83294,Gudjon,Petersohn,Technique Leader,d005,1952-11-04
83298,Arvin,Poulakidas,Senior Engineer,d004,1952-09-17
83310,Tsvetan,Valette,Engineer,d006,1952-11-25
83341,Marsal,Flanders,Senior Engineer,d004,1952-02-28
83369,Keiichiro,Plesums,Senior Staff,d009,1952-06-09
83381,Dietrich,Borovoy,Engineer,d004,1952-12-18
83392,Evgueni,Junet,Engineer,d004,1952-04-05
83424,Shigeu,Peha,Engineer,d004,1952-09-28
83441,Marsal,Ponthieu,Staff,d009,1952-04-08
83443,Shigeu,Nooteboom,Engineer,d005,1952-03-21
83448,Heping,Polajnar,Senior Staff,d009,1952-08-27
83481,Munir,Braccini,Senior Engineer,d004,1952-06-05
83503,Isaac,Hiraishi,Technique Leader,d004,1952-03-10
83512,Dinkar,Heuser,Senior Staff,d007,1952-07-07
83525,Xianlong,Kolvik,Senior Engineer,d005,1952-10-06
83547,Uma,Ponthieu,Senior Staff,d008,1952-11-12
83551,Aral,Pashtan,Engineer,d004,1952-06-18
83552,Mana,Zlotek,Engineer,d004,1952-03-27
83563,Christ,Porenta,Senior Engineer,d004,1952-02-10
83565,Nevio,Beidas,Senior Staff,d008,1952-09-24
83592,Georgy,Baek,Engineer,d004,1952-05-01
83605,Persi,Fordan,Engineer,d005,1952-05-14
83609,Faiza,Kolvik,Staff,d007,1952-09-24
83612,Branimir,Veevers,Senior Staff,d007,1952-12-11
83615,Niranjan,Aumann,Staff,d008,1952-09-09
83641,Aimee,Luders,Senior Staff,d009,1952-06-15
83649,Joydip,Soloway,Assistant Engineer,d005,1952-08-10
83665,Horward,Knightly,Staff,d007,1952-04-16
83669,Kasidit,Zlotek,Senior Engineer,d004,1952-06-13
83673,Chanjung,Rosin,Senior Engineer,d006,1952-10-28
83679,Bowen,Zyda,Senior Staff,d003,1952-04-24
83695,Susanna,Kavvadias,Staff,d004,1952-09-23
83696,Satosi,Passafiume,Senior Staff,d003,1952-03-14
83705,Sugwoo,Standera,Engineer,d005,1952-05-05
83712,Adas,Cummings,Engineer,d004,1952-06-11
83715,Zeydy,Steinauer,Engineer,d004,1952-03-30
83726,Premsyl,Chiola,Staff,d008,1952-10-22
83730,Dharmaraja,Lorie,Senior Staff,d007,1952-10-14
83750,Zsolt,Gulik,Engineer,d004,1952-12-01
83752,Sariel,Cooman,Senior Engineer,d004,1952-11-28
83762,Odinaldo,Kranzdorf,Senior Engineer,d004,1952-08-27
83772,Remco,Schapire,Engineer,d004,1952-06-08
83776,Irene,Onuegbe,Senior Staff,d003,1952-06-26
83790,Huiqun,DuCasse,Senior Engineer,d004,1952-07-06
83797,Kazuhisa,Fontan,Senior Staff,d007,1952-09-08
83800,Tamiya,Wroclawski,Senior Staff,d007,1952-03-20
83806,Froduald,Kumaresan,Engineer,d005,1952-11-04
83822,Menkae,Haddadi,Assistant Engineer,d006,1952-05-24
83829,Cristinel,Zielinski,Senior Staff,d007,1952-09-13
83855,Sadegh,Nyrup,Staff,d008,1952-12-14
83858,Gregory,Matzke,Engineer,d004,1952-05-19
83871,Shaleah,Birch,Engineer,d004,1952-02-09
83881,Gino,Michaels,Engineer,d005,1952-05-30
83887,Doohun,Ciolek,Senior Staff,d002,1952-12-07
83895,Hyuncheol,Pettey,Technique Leader,d005,1952-03-12
83935,Mohammad,Miake,Technique Leader,d005,1952-04-15
83957,Odysseas,Olivero,Assistant Engineer,d005,1952-09-06
83980,Zhigen,Vrecion,Engineer,d004,1952-06-29
83988,Georg,Kruskal,Senior Staff,d003,1952-10-19
83994,Danae,Hanabata,Senior Staff,d007,1952-04-30
83996,Fumitaka,Gils,Senior Staff,d007,1952-02-14
84010,Manibrata,Argence,Staff,d003,1952-02-19
84030,Fun,Vitiello,Technique Leader,d004,1952-03-18
84051,Kirk,Taubman,Staff,d007,1952-08-08
84053,Takahito,Heydon,Technique Leader,d006,1952-11-22
84071,Boriana,Leivant,Staff,d001,1952-07-20
84098,Shalesh,Merle,Senior Staff,d007,1952-12-23
84121,Domenick,Erni,Staff,d004,1952-03-11
84139,Fabrizio,Walston,Engineer,d005,1952-12-18
84146,Xiaoqiu,Vecchio,Engineer,d004,1952-02-26
84156,Bouchung,Hartvigsen,Engineer,d004,1952-09-05
84250,Tetsushi,Perna,Senior Staff,d007,1952-11-11
84255,Ramalingam,Nations,Senior Staff,d001,1952-04-16
84273,Arup,Birnbaum,Engineer,d005,1952-04-24
84295,Hercules,Himler,Engineer,d004,1952-10-31
